simulation_id,location,region,latitude_deg,longitude_deg,altitude_m,length_m,width_m,height_m,floor_area_m2,volume_m3,orientation_deg,wall_material,wall_thickness_m,wall_insulation_thickness_m,roof_thickness_m,roof_insulation_thickness_m,glazing_area_m2,glazing_ratio,ach,occupants,night_shutter,roof_emissivity,snow_albedo,wall_U_W_m2K,roof_U_W_m2K,thermal_mass_J_K,synthetic_flag
SIM_00020,Tangdhar,Jammu_Kashmir,34.39,74.27,2600,3.823143610799913,4.342091855107336,2.941871427028545,16.600440733359953,48.83636226955243,292.74860943299547,mud_brick,0.5084543960344053,0.15955561763499904,0.17870086053090342,0.009732551573334504,0.7271398373292763,0.043802441694697235,1.0556034228822389,8,0,0.8852464574959193,0.75,0.18495669081481117,1.7369664045170652,48349288.408491075,True
SIM_00021,Kunzum_Pass,Himachal_Pradesh,32.36,77.63,4550,5.841977666563164,5.660646761713128,2.706742569807838,33.06937196023119,89.51027684156743,225.80027202935113,mud_brick,0.31824222446748085,0.026656780622029676,0.17583618431992276,0.1409369990757591,9.046634846895344,0.27356536609690424,0.6769742018624558,10,1,0.5964564188171837,0.75,0.7374928933603887,0.23135462863116538,47062439.6004836,True
SIM_00022,Kargil_Ridge,Ladakh,34.56,76.13,2670,7.791088741984233,4.252051389689257,2.7791325173650336,33.12810971254638,92.06740694097405,122.68832561971251,puf_sandwich,0.24744045667566697,0.09983924604899086,0.12489113045256914,0.1373718707041723,6.48606324509343,0.19578730272790082,0.6874721338924923,3,1,0.7721917859061436,0.75,0.07500430009815462,0.23899896477426819,10509840.74475935,True
SIM_00023,Rezang_La,Ladakh,33.69,78.85,4850,9.606987747845999,4.443733666479803,2.68409641081793,42.69089488856224,114.58647774499543,280.2685161445321,wood_pine,0.2708273550422613,0.1021623579131725,0.20968587928756166,0.19873719375777316,9.161780079239964,0.2146073560452487,0.6170798913703603,7,1,0.8843885354408496,0.75,0.19334088150283152,0.1667227643198014,36931011.00564235,True
SIM_00024,Karakoram_Pass_Scenario,Ladakh/Karakoram,35.53,77.82,5540,8.093852175012678,4.697351913139952,2.641269859952998,38.019671998967766,100.42021373617251,37.52912518834119,puf_sandwich,0.2891868492284644,0.1780965413762108,0.23689200681375872,0.17238723974419337,4.356306536149534,0.11458032926396124,0.41033655237648015,21,1,0.6449096577334997,0.75,0.057777002126620514,0.18994945942138783,21887501.797658417,True
SIM_00025,Galwan_Valley,Ladakh,34.77,78.18,4350,5.677112087296517,4.1478178913985,3.1709436981209693,23.547627087163175,74.66819971774271,57.98213941405206,eps,0.38183511945338955,0.1723484830859708,0.13911658904545546,0.012448202076857907,4.132989613639534,0.17551618251558793,0.3611993590141949,10,0,0.6254962100258704,0.75,0.062485092558860665,1.5999183180083116,8200655.913108927,True
SIM_00026,Tawang,Arunachal_Pradesh,27.59,91.86,3048,9.043150491212302,5.228133706308597,2.918584276681349,47.27879989432818,137.98716199195005,191.79188266573988,stone_masonry,0.359023513715351,0.07488230170090644,0.24480800780122597,0.10445288375649085,3.8348688361638397,0.08111180581434113,0.975405585924723,8,1,0.4637719381292461,0.3384319282639081,0.39857281566243835,0.3003696676493859,87633160.04734579,True
SIM_00027,Y_Junction_Scenario,Ladakh,35.3,77.9,4700,8.799159020837486,4.363481934249251,2.4259430703644465,38.39497142401069,93.14401486291968,91.5665965457063,mud_brick,0.531487409845757,0.09836941518495837,0.20156495895238852,0.1664893633148606,10.276057103915607,0.26764070196675205,0.4856048745367031,7,1,0.718553554693586,0.18895071704308752,0.27106113880814237,0.19720699975920009,75502506.64759308,True
SIM_00028,Gurez,Jammu_Kashmir,34.63,74.83,2400,5.358393692954069,4.596735913151084,2.847279627985435,24.631120725204234,70.13168825532385,218.06516782846998,rammed_earth,0.25851422578304417,0.04023928925624081,0.11410466049319136,0.11221659634080015,0.3109965483716454,0.01262616313083199,0.988259980139387,18,1,0.33209058899379584,0.75,0.6432080495331669,0.2892102764085595,38485801.289678544,True
SIM_00029,Bum_La,Arunachal_Pradesh,27.75,91.93,4630,6.106060104044924,3.5326355289184246,2.5352462166821765,21.570484865260433,54.68649014665166,41.482665633652815,puf_sandwich,0.5923313083748736,0.12687833232674584,0.1916780261748398,0.1615020254225258,4.783064302112286,0.2217411584389314,0.5401564458138572,19,1,0.7653891936265889,0.44564396605046985,0.03511782649893901,0.20320013969240094,11246490.424631074,True
SIM_00030,Lipulekh_Approach,Uttarakhand,30.24,80.61,5000,6.857891907480759,5.84905532991155,3.126813044462935,40.112189213407625,125.4233164744484,41.40800293817943,straw_bale,0.5156501608334362,0.11116390304355317,0.2127234866555699,0.0819440754099105,11.09283994619658,0.2765453634848921,0.7752393576818195,18,0,0.4912510757788238,0.75,0.0886588415531038,0.37548747966608337,27738675.263110228,True
SIM_00031,Hanle,Ladakh,32.78,78.97,4500,6.358302435164342,5.788052738518267,3.182558407207094,36.80218982218034,117.12511862221139,177.98146279230784,mud_brick,0.1373983340956831,0.032588715692909866,0.08431501866816538,0.15307354682753233,5.871289016026618,0.15953640379540804,0.9672989039879205,9,0,0.4208150097159298,0.75,0.7786318859007074,0.217213995269574,25195392.314577304,True
SIM_00032,Dirang_High_Camp,Arunachal_Pradesh,27.36,92.24,2500,9.214836991372463,6.261714178564212,2.6812906851335288,57.700675442034935,154.71228358864124,192.04801468181344,dense_concrete,0.2170825544231598,0.13429533707725663,0.19372285766645195,0.16623921435124822,8.797816841979781,0.15247337703729152,0.9506626937563283,18,1,0.4694982628462679,0.3802299768477425,0.2402651413354266,0.19770405066645655,67147457.59451059,True
SIM_00033,Pangong_North,Ladakh,33.74,78.66,4250,3.9150400204478584,6.879195458367491,2.401433722033391,26.932325527991875,64.67619473570043,251.92281590557963,stone_masonry,0.5013389237436234,0.15145260260229254,0.14463604854896495,0.09942428246829633,7.84394815045722,0.2912465966707807,1.252164245666605,10,0,0.2842957204492439,0.75,0.20939168434171346,0.3211298377302741,61981138.607009105,True
SIM_00034,Rohtang_Pass,Himachal_Pradesh,32.37,77.25,3978,8.088634600906595,6.046079834715951,2.662732945835078,48.90453055092707,130.2197046985516,280.2477553290813,dense_concrete,0.21152142235147167,0.00713719627486431,0.20442305720768905,0.031770718923698406,9.397866540926268,0.19216760564013052,0.6043984443661556,13,0,0.29943513660236004,0.75,1.9047378730701763,0.8171595024342578,59614308.16594648,True
SIM_00035,Baralacha_La,Himachal_Pradesh,32.75,77.43,4890,9.920278341122813,6.56701382837298,3.1097534066492543,65.14660504746249,202.58987697797997,110.33510056397667,eps,0.5907529402950271,0.0859598167762552,0.20120715404438905,0.0739896942955998,1.505559083719894,0.023110322980345953,0.972893385938715,9,1,0.6781844390416945,0.75,0.05126982486953712,0.4119107008618075,31844484.220408246,True
SIM_00036,Tangdhar,Jammu_Kashmir,34.39,74.27,2600,4.081352883556803,4.340891506301658,3.1017628213704693,17.716710066451505,54.95303260111921,6.625240528856269,dense_concrete,0.21303885471806086,0.08438844099887613,0.1642882203628368,0.16458780520844046,3.6803873041135944,0.20773536905606438,1.4687090638565143,5,1,0.7243775707177411,0.25954975646664036,0.3658622797555229,0.2004065266806423,32295260.386962425,True
SIM_00037,Daulat_Beg_Oldie,Ladakh/Karakoram,35.4,77.09,5065,4.164976464890834,5.035410959437675,3.029159650722146,20.97236813711129,63.528651341028294,20.041918738327013,dense_concrete,0.40254156970919863,0.1742758508566437,0.21989126682945215,0.10744945703090066,5.1245264383678535,0.24434658045601618,1.173666581178795,13,1,0.7232688958339071,0.75,0.18393038088840458,0.2943730869509386,62212375.11240857,True
SIM_00038,Karakoram_Pass_Scenario,Ladakh/Karakoram,35.53,77.82,5540,8.208769336399898,5.896770358916481,2.8543407758273966,48.40522770606543,138.1650152046326,153.5212509002502,straw_bale,0.3062225431740899,0.1779451507504523,0.23312857763033595,0.07409894309961691,2.2912210479432917,0.047334165265298184,1.31123022085972,12,0,0.8778521532717534,0.1674046068113753,0.10034857871915959,0.407558901603662,30837014.69637416,True
SIM_00039,Gunji,Uttarakhand,30.34,80.22,3500,3.824699904242034,4.664577814914866,2.535187605761082,17.840610322034404,45.22929416763485,325.48363204857924,puf_sandwich,0.4091189719898335,0.07530429933151649,0.19647701853394017,0.0006628514653240103,0.7318683743378219,0.04102260859506097,0.41082314311770385,6,0,0.8284834223371271,0.75,0.051631090047749593,3.0369351369329705,9118723.511877105,True
SIM_00040,Pangong_North,Ladakh,33.74,78.66,4250,5.200944273573846,4.05059591787746,2.8016321491521046,21.066923643646373,59.02177056377227,59.375345399178386,wood_pine,0.1769576446763886,0.06827871189920327,0.14478425073401868,0.05378195248292979,3.023781863048437,0.14353219835020323,1.0022707557870298,15,0,0.5499956735932763,0.75,0.2871885483247159,0.5524725940432003,14353986.21642157,True
SIM_00041,Keylong,Himachal_Pradesh,32.57,77.02,3080,8.738790665121302,3.917039293716972,2.6427993034321955,34.23018641484721,90.46351281351241,149.8750027824378,straw_bale,0.2387400326195986,0.07394600841792627,0.13156292653370422,0.1348168053344367,3.4230254255304073,0.1000001981889787,0.9121332917004166,21,0,0.612736410050383,0.4232554396957482,0.16790731488710992,0.2429612756173608,13519971.498362262,True
SIM_00042,Rohtang_Pass,Himachal_Pradesh,32.37,77.25,3978,4.9839872711036355,4.349935128272309,2.6031419857967752,21.680021309435745,56.43617372356097,233.05469864245447,stone_masonry,0.13748720384570048,0.08355697419835083,0.23937153051154747,0.014922245251936661,2.791398568941866,0.1287544199842171,1.2097928751677491,8,1,0.8428542326051462,0.1598292928885436,0.3796905211098395,1.3032210572079088,25565676.884393834,True
SIM_00043,Auli_High_Camp,Uttarakhand,30.53,79.57,2800,4.40299727562817,5.817793513455616,3.05999290094984,25.615728989912316,78.3839488617867,27.541204630414423,wood_pine,0.47697643872591233,0.09719781678014926,0.2393093012156332,0.05351991307422191,2.901927912330545,0.1132869540224035,1.1759811362328816,14,1,0.4090190358739577,0.75,0.15114576025209173,0.5347377432446121,37967507.710341275,True
SIM_00044,Nyoma,Ladakh,32.96,78.7,4180,6.22650516120043,3.945218346666488,2.472157432697773,24.564922397581515,60.72835548882514,276.52756222971124,mud_brick,0.4859724275099573,0.1888790269217235,0.15558912954524518,0.014639602459895774,0.4297126197154398,0.017492936177878834,0.4228242674529942,9,1,0.7963980041186671,0.75,0.16091381376556418,1.4297776532798017,50339741.63161407,True
SIM_00045,Gurudongmar,Sikkim,27.99,88.71,5148,6.277491549041318,6.85309104362309,3.020857735632642,43.02022111115469,129.95796773225834,291.88501608942374,rammed_earth,0.4838760342126458,0.04157012901672635,0.13333310295739817,0.1921651677340253,4.213975567556581,0.0979533684094418,1.212467868743688,18,1,0.48941636839553154,0.75,0.556295652609545,0.1737416799589119,97067320.7120603,True
SIM_00046,Rezang_La,Ladakh,33.69,78.85,4850,8.346218399837316,4.532227511816973,2.666663125400884,37.826960651375714,100.87176111501383,289.16570164019674,eps,0.14573742816655352,0.059115340724014455,0.1916552437173109,0.16221157745147638,5.743122089707151,0.15182615760852256,0.5951663880286882,15,1,0.3174841406522369,0.35548528535954804,0.16603197474208328,0.20236716558400505,16954670.452230405,True
SIM_00047,Tawang,Arunachal_Pradesh,27.59,91.86,3048,9.523481176838857,4.303177655341079,2.4812271660844636,40.98123140123433,101.68374465233629,156.5612690082072,wood_pine,0.4572061743882464,0.14491068006340585,0.2476378029109294,0.13870527067320904,6.652042023440851,0.16231923238989093,1.334141530533709,20,1,0.7155209055172367,0.2837347778371262,0.12775837164425802,0.23202438209612306,48438210.028017566,True
SIM_00048,Sonamarg,Jammu_Kashmir,34.3,75.29,2730,4.694750661651918,6.605338600018872,3.1812104258120715,31.01041776287355,98.6506642960412,115.14285663596961,stone_masonry,0.3645022207835562,0.08828529937222432,0.1968380047917313,0.020742391061197976,1.5766499011371016,0.05084258822932422,1.0867295513975028,22,1,0.20487137343709308,0.75,0.34543049837259504,1.1071275193475945,67499962.6942466,True
SIM_00049,Siachen_Base_Camp,Ladakh/Karakoram,35.42,77.11,3600,3.621037291048376,4.362340094194657,2.8409193838306597,15.796196157314338,44.87571985410568,333.92703563841206,stone_masonry,0.3967732006648932,0.06609266734611888,0.20581768061829292,0.012885421456686232,4.578553187119691,0.2898516289315398,1.0758662024102694,14,1,0.6362373406048472,0.75,0.4388290937248107,1.459497071098228,44192996.88509679,True
SIM_00050,Auli_High_Camp,Uttarakhand,30.53,79.57,2800,4.796882447950127,4.8856857862328855,2.7124116301198335,23.436060394179943,63.56824277736449,345.70166889360513,mud_brick,0.47355054529369545,0.19216383749132881,0.09726633296242929,0.004398823134839503,0.29160886387396834,0.012442742464786693,0.7277252505867744,23,1,0.3100771893447746,0.2677689345146747,0.15893712807228533,2.7385509781109425,47528436.5202631,True
SIM_00051,Bum_La,Arunachal_Pradesh,27.75,91.93,4630,7.647955111459445,6.107377463378793,3.1938118271215155,46.70894868866006,149.1795927542545,312.8188469871856,rammed_earth,0.3917417897171923,0.08455317806159356,0.1950552337460904,0.01991044399383042,8.641800561385248,0.18501381007282858,0.7736140711227562,8,1,0.6603241330270564,0.75,0.33991245362577804,1.1386992698516634,96162502.51622841,True
SIM_00052,Chushul,Ladakh,34.07,79.0,4350,9.254264319305733,6.132706504944239,3.0128828894183846,56.75368698947964,170.99221244201,295.91735085402445,mud_brick,0.4227241636802067,0.03445315359237633,0.08035123361495405,0.11595581821436272,10.725368920598529,0.18898100704165136,0.5329227681859208,18,1,0.37469096125314755,0.75,0.5820694545842308,0.2824525945045387,77118765.28712389,True
SIM_00053,Munsiyari_High_Camp,Uttarakhand,30.07,80.24,2300,5.343152019934154,4.874860937250084,3.1266030459525327,26.047123063765888,81.43901430947089,236.98250279953066,dense_concrete,0.28716734522858234,0.04857681581610736,0.11548163280645156,0.10216257407106849,3.347262098014262,0.12850793885450762,1.2821409558188626,15,0,0.26345461119950675,0.75,0.567205787342654,0.31531640928932086,49120225.33696314,True
SIM_00054,Y_Junction_Scenario,Ladakh,35.3,77.9,4700,4.497106635885166,4.045717077279939,2.652787914859823,18.194021115149553,48.26487933697317,210.99305205912094,rammed_earth,0.36259900247695975,0.12040620051352838,0.14924510567761773,0.11967667863948757,0.8523568401154862,0.04684818351704325,0.33031494129268635,18,1,0.44320773302074423,0.19786687231461098,0.25381917819229005,0.27056735891032946,42155067.628667556,True
SIM_00055,Se_La,Arunachal_Pradesh,27.51,92.11,4170,4.872598958600111,6.363236442395179,2.9908428644915994,31.005499262541026,92.73257622937038,285.36272152382764,wood_pine,0.45812304176871754,0.03917714580486542,0.17652786386259672,0.08127888866407605,5.043859628729129,0.16267629126110592,1.4846263082294597,20,0,0.4049641806064814,0.75,0.20775463188788834,0.3819205979485936,37220749.27592441,True
SIM_00056,Machil,Jammu_Kashmir,34.5,74.1,2800,8.561935314143671,4.109630746499166,2.7658010133993316,35.18639261654182,97.31856035669813,180.85018319703264,wood_pine,0.5814166114915097,0.17666901840228888,0.21790852364431706,0.18773551809732716,9.13869746949903,0.2597224890056717,0.588591847662576,21,0,0.5958514627614346,0.1930813266219626,0.10319787817014522,0.17576172390272884,50238135.11013579,True
SIM_00057,Rezang_La,Ladakh,33.69,78.85,4850,4.234421224631579,3.691885938858687,2.8222589503512907,15.633000178422108,44.12037467439512,155.57266989882578,eps,0.5980096684272366,0.16360121791077983,0.11618818907643291,0.07269623279164938,1.436745055098296,0.09190462730764912,1.469981449919747,7,1,0.5256145513872741,0.75,0.04559898846198736,0.42917961540337096,4926792.685814852,True
SIM_00058,Bum_La,Arunachal_Pradesh,27.75,91.93,4630,8.459437433815248,5.724619180385476,2.935670079928231,48.42705778888966,142.16586460979877,256.5370999530082,mud_brick,0.4427104517770295,0.020486133316457968,0.11953668513371085,0.1303556871762601,3.2117554817901155,0.06632150761236148,0.9574940297752577,20,0,0.3791466826889178,0.75,0.7431636208747537,0.25126691595979816,75991002.23834287,True
SIM_00059,Kunzum_Pass,Himachal_Pradesh,32.36,77.63,4550,3.6418526462726217,4.494824244303876,2.5865979506789745,16.36948756864841,42.341282998730925,221.00301726128694,dense_concrete,0.39216217140203835,0.08589336478589599,0.1839964381435876,0.12795579799459825,2.3845205956237505,0.14566861580876198,1.248447513185202,11,0,0.48747911466739424,0.16683785021189418,0.3443274833724113,0.2526971650900886,44893842.725846425,True
SIM_00060,Y_Junction_Scenario,Ladakh,35.3,77.9,4700,7.485738218670729,5.038087930675157,3.0718687537423235,37.713807371678755,115.85186644971687,148.72439129805446,stone_masonry,0.3376059888973538,0.08114842338925475,0.14736783821457464,0.006585703580315561,2.9333795945460146,0.07777999090987671,1.4237270013324579,3,1,0.8241427775576575,0.42715301172807896,0.37368017117301183,2.157843205070926,65774906.2991799,True
SIM_00061,Tawang,Arunachal_Pradesh,27.59,91.86,3048,6.128820424384746,3.8093859130799403,3.096365293407595,23.347042188447872,72.2909711360329,115.44399705668219,eps,0.18538047758745282,0.07551337685633226,0.17710310058739198,0.16997453008203198,3.838748692217663,0.1644211999632689,0.5238309254914872,11,1,0.8986869162086584,0.75,0.13116284829926003,0.19406482389583768,9829574.054491293,True
SIM_00062,North_Sikkim_High_Camp,Sikkim,27.85,88.7,4300,3.8828811131065115,6.725703789583388,2.599070125052977,26.11510821692223,67.87499757912809,160.7667576525601,eps,0.5978338373114879,0.005574269917180574,0.19894444325295713,0.005790328184630145,1.9342864160761517,0.07406771589875169,0.20675763616976148,5,0,0.57445924059289,0.75,0.05743748968759657,2.0940604990287497,12872637.873603148,True
SIM_00063,Machil,Jammu_Kashmir,34.5,74.1,2800,9.335967530685062,4.1076944646388025,2.543658949392178,38.34930214784262,97.54754561130456,202.78914784225606,rammed_earth,0.19020895060884382,0.04252568294834802,0.13699821580298555,0.15169540097066103,6.812091275632639,0.1776327310825879,0.6424559693132643,17,1,0.5049326486809316,0.75,0.6418745857368136,0.2172963467003635,40507947.14897803,True
SIM_00064,Tangdhar,Jammu_Kashmir,34.39,74.27,2600,6.368247070323937,5.95505844042702,2.885660978818718,37.92328346685721,109.43373928899088,72.67965031591716,puf_sandwich,0.1300029612715752,0.19892380427780265,0.1467465228647515,0.06377728456900565,9.008240423439943,0.2375385145991547,0.5059217038332664,20,0,0.2927862447449855,0.75,0.08872856766079466,0.47686556445014966,13354515.35745734,True
SIM_00065,Siachen_Base_Camp,Ladakh/Karakoram,35.42,77.11,3600,7.2206875294053505,6.1433008114107786,2.527021595901689,44.35885555833958,112.09578596540779,222.72228232528929,stone_masonry,0.4060960715186803,0.10118419699824753,0.08203710401880664,0.07444391688821395,4.5501266344222095,0.1025753838134531,1.0440476727085135,8,0,0.3167482783826566,0.75,0.3042671040242599,0.4245262419629392,64324233.456477456,True
SIM_00066,Chushul,Ladakh,34.07,79.0,4350,4.080788947759832,6.708790090065374,2.572226894957937,27.377156452379463,70.42025813428168,283.7586324634379,rammed_earth,0.20945615994782843,0.10071511930646578,0.24799555853726724,0.07213083650067774,2.0950571680141423,0.07652574041640661,0.7389017157147066,24,1,0.5702305617362108,0.3300087108101787,0.3088336115031289,0.4152788173958541,41018845.82743086,True
SIM_00067,Bum_La,Arunachal_Pradesh,27.75,91.93,4630,5.080981489556397,3.536448493081341,2.6614217625581023,17.968629332115906,47.82210114783313,177.2468266199652,eps,0.1254242900418058,0.18088272817208273,0.18350221101828154,0.12620197246248974,4.875290127428615,0.2713223160942417,1.0411855279255842,18,1,0.46866015867102584,0.20133788582450085,0.11208715243679758,0.2559611004878958,7744838.628124457,True
SIM_00068,Gurudongmar,Sikkim,27.99,88.71,5148,8.052090907951673,6.721278801966138,2.6147323163395617,54.12034793111985,141.51022270704001,339.2460171399683,rammed_earth,0.4957959922608308,0.13483244385794904,0.22764316795375705,0.1146406534048624,6.700831332099848,0.1238135301832897,0.811891638328144,19,1,0.20145826260290253,0.38550520583505177,0.22355964703813258,0.2771580598267208,112029700.56281385,True
