weather_id,location,date,day_of_year,hour,outdoor_temperature_C,relative_humidity_pct,wind_speed_mps,wind_direction_deg,ghi_W_m2,dni_W_m2,dhi_W_m2,cloud_fraction,snow_depth_m,snow_albedo,longwave_down_W_m2,air_pressure_Pa,air_density_kg_m3,weather_source,synthetic_flag
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,2,-21.5,67.5,1.54,220.0,0.0,0.0,0.0,0.1,0.4,0.75,140.2,65764.1,0.9104,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,3,-22.95,70.6,1.59,220.0,0.0,0.0,0.0,0.1,0.4,0.75,135.6,65764.1,0.9157,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,4,-24.06,73.0,1.74,220.0,0.0,0.0,0.0,0.1,0.4,0.75,132.1,65764.1,0.9198,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,5,-24.76,74.5,1.99,220.0,0.0,0.0,0.0,0.1,0.4,0.75,130.0,65764.1,0.9224,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,6,-25.0,75.0,2.3,220.0,0.0,0.0,0.0,0.1,0.4,0.75,129.2,65764.1,0.9232,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,7,-24.76,74.5,2.67,220.0,0.0,0.0,0.0,0.1,0.4,0.75,130.0,65764.1,0.9224,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,8,-24.06,73.0,3.07,220.0,118.6,531.0,20.1,0.1,0.4,0.75,132.1,65764.1,0.9198,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,9,-22.95,70.6,3.47,220.0,272.2,698.0,31.7,0.1,0.4,0.75,135.6,65764.1,0.9157,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,10,-21.5,67.5,3.84,220.0,399.1,771.5,39.6,0.1,0.4,0.75,140.2,65764.1,0.9104,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,11,-19.81,63.9,4.16,220.0,480.8,805.4,44.2,0.1,0.4,0.75,145.8,65764.1,0.9043,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,12,-18.0,60.0,4.4,220.0,508.2,815.3,45.7,0.1,0.4,0.75,151.9,65764.1,0.8979,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,13,-16.19,56.1,4.56,220.0,478.5,804.6,44.1,0.1,0.4,0.75,158.3,65764.1,0.8916,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,14,-14.5,52.5,4.61,220.0,394.8,769.4,39.3,0.1,0.4,0.75,164.4,65764.1,0.8858,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,15,-13.05,49.4,4.56,220.0,266.3,693.7,31.3,0.1,0.4,0.75,169.9,65764.1,0.8808,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,16,-11.94,47.0,4.4,220.0,112.3,520.2,19.6,0.1,0.4,0.75,174.1,65764.1,0.8771,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,17,-11.24,45.5,4.16,220.0,0.0,0.0,0.0,0.1,0.4,0.75,176.9,65764.1,0.8747,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,18,-11.0,45.0,3.84,220.0,0.0,0.0,0.0,0.1,0.4,0.75,177.8,65764.1,0.8739,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,19,-11.24,45.5,3.47,220.0,0.0,0.0,0.0,0.1,0.4,0.75,176.9,65764.1,0.8747,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,20,-11.94,47.0,3.07,220.0,0.0,0.0,0.0,0.1,0.4,0.75,174.1,65764.1,0.8771,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,21,-13.05,49.4,2.67,220.0,0.0,0.0,0.0,0.1,0.4,0.75,169.9,65764.1,0.8808,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,22,-14.5,52.5,2.3,220.0,0.0,0.0,0.0,0.1,0.4,0.75,164.4,65764.1,0.8858,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_COLD_WINTER,Leh,2026-01-15,15,23,-16.19,56.1,1.99,220.0,0.0,0.0,0.0,0.1,0.4,0.75,158.3,65764.1,0.8916,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,0,-24.0,60.0,2.18,220.0,0.0,0.0,0.0,0.05,0.6,0.75,129.1,65764.1,0.9195,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,1,-25.81,63.9,1.99,220.0,0.0,0.0,0.0,0.05,0.6,0.75,123.6,65764.1,0.9263,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,2,-27.5,67.5,1.92,220.0,0.0,0.0,0.0,0.05,0.6,0.75,118.7,65764.1,0.9326,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,3,-28.95,70.6,1.99,220.0,0.0,0.0,0.0,0.05,0.6,0.75,114.7,65764.1,0.9382,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,4,-30.06,73.0,2.18,220.0,0.0,0.0,0.0,0.05,0.6,0.75,111.6,65764.1,0.9425,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,5,-30.76,74.5,2.48,220.0,0.0,0.0,0.0,0.05,0.6,0.75,109.7,65764.1,0.9452,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,6,-31.0,75.0,2.88,220.0,0.0,0.0,0.0,0.05,0.6,0.75,109.1,65764.1,0.9461,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,7,-30.76,74.5,3.34,220.0,0.0,0.0,0.0,0.05,0.6,0.75,109.7,65764.1,0.9452,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,8,-30.06,73.0,3.84,220.0,125.6,575.9,18.8,0.05,0.6,0.75,111.6,65764.1,0.9425,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,9,-28.95,70.6,4.34,220.0,288.9,757.0,28.1,0.05,0.6,0.75,114.7,65764.1,0.9382,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,10,-27.5,67.5,4.8,220.0,423.9,836.7,34.0,0.05,0.6,0.75,118.7,65764.1,0.9326,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,11,-25.81,63.9,5.2,220.0,510.8,873.5,37.3,0.05,0.6,0.75,123.6,65764.1,0.9263,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,12,-24.0,60.0,5.5,220.0,539.9,884.2,38.4,0.05,0.6,0.75,129.1,65764.1,0.9195,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,13,-22.19,56.1,5.69,220.0,508.4,872.6,37.2,0.05,0.6,0.75,134.7,65764.1,0.9129,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,14,-20.5,52.5,5.76,220.0,419.3,834.4,33.8,0.05,0.6,0.75,140.2,65764.1,0.9068,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,15,-19.05,49.4,5.69,220.0,282.6,752.3,27.8,0.05,0.6,0.75,145.0,65764.1,0.9016,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,16,-17.94,47.0,5.5,220.0,119.0,564.1,18.4,0.05,0.6,0.75,148.8,65764.1,0.8977,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,17,-17.24,45.5,5.2,220.0,0.0,0.0,0.0,0.05,0.6,0.75,151.2,65764.1,0.8952,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,18,-17.0,45.0,4.8,220.0,0.0,0.0,0.0,0.05,0.6,0.75,152.0,65764.1,0.8944,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,19,-17.24,45.5,4.34,220.0,0.0,0.0,0.0,0.05,0.6,0.75,151.2,65764.1,0.8952,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,20,-17.94,47.0,3.84,220.0,0.0,0.0,0.0,0.05,0.6,0.75,148.8,65764.1,0.8977,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,21,-19.05,49.4,3.34,220.0,0.0,0.0,0.0,0.05,0.6,0.75,145.0,65764.1,0.9016,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,22,-20.5,52.5,2.88,220.0,0.0,0.0,0.0,0.05,0.6,0.75,140.2,65764.1,0.9068,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_EXTREME_WINTER,Leh,2026-01-15,15,23,-22.19,56.1,2.48,220.0,0.0,0.0,0.0,0.05,0.6,0.75,134.7,65764.1,0.9129,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,0,-16.0,60.0,1.16,220.0,0.0,0.0,0.0,0.0,0.3,0.75,152.2,65764.1,0.8909,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,1,-17.81,63.9,1.06,220.0,0.0,0.0,0.0,0.0,0.3,0.75,145.9,65764.1,0.8973,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,2,-19.5,67.5,1.02,220.0,0.0,0.0,0.0,0.0,0.3,0.75,140.2,65764.1,0.9032,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,3,-20.95,70.6,1.06,220.0,0.0,0.0,0.0,0.0,0.3,0.75,135.5,65764.1,0.9084,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,4,-22.06,73.0,1.16,220.0,0.0,0.0,0.0,0.0,0.3,0.75,131.9,65764.1,0.9124,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,5,-22.76,74.5,1.32,220.0,0.0,0.0,0.0,0.0,0.3,0.75,129.7,65764.1,0.915,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,6,-23.0,75.0,1.54,220.0,0.0,0.0,0.0,0.0,0.3,0.75,129.0,65764.1,0.9159,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,7,-22.76,74.5,1.78,220.0,0.0,0.0,0.0,0.0,0.3,0.75,129.7,65764.1,0.915,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,8,-22.06,73.0,2.05,220.0,132.9,621.9,17.6,0.0,0.3,0.75,131.9,65764.1,0.9124,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,9,-20.95,70.6,2.31,220.0,306.1,817.5,24.5,0.0,0.3,0.75,135.5,65764.1,0.9084,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,10,-19.5,67.5,2.56,220.0,449.5,903.6,28.4,0.0,0.3,0.75,140.2,65764.1,0.9032,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,11,-17.81,63.9,2.77,220.0,541.8,943.3,30.4,0.0,0.3,0.75,145.9,65764.1,0.8973,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,12,-16.0,60.0,2.93,220.0,572.7,954.9,31.0,0.0,0.3,0.75,152.2,65764.1,0.8909,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,13,-14.19,56.1,3.04,220.0,539.2,942.3,30.3,0.0,0.3,0.75,158.8,65764.1,0.8847,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,14,-12.5,52.5,3.07,220.0,444.6,901.2,28.2,0.0,0.3,0.75,165.1,65764.1,0.879,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,15,-11.05,49.4,3.04,220.0,299.5,812.5,24.3,0.0,0.3,0.75,170.7,65764.1,0.8741,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,16,-9.94,47.0,2.93,220.0,125.8,609.2,17.2,0.0,0.3,0.75,175.1,65764.1,0.8704,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,17,-9.24,45.5,2.77,220.0,0.0,0.0,0.0,0.0,0.3,0.75,177.9,65764.1,0.8681,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,18,-9.0,45.0,2.56,220.0,0.0,0.0,0.0,0.0,0.3,0.75,178.8,65764.1,0.8673,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,19,-9.24,45.5,2.31,220.0,0.0,0.0,0.0,0.0,0.3,0.75,177.9,65764.1,0.8681,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,20,-9.94,47.0,2.05,220.0,0.0,0.0,0.0,0.0,0.3,0.75,175.1,65764.1,0.8704,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,21,-11.05,49.4,1.78,220.0,0.0,0.0,0.0,0.0,0.3,0.75,170.7,65764.1,0.8741,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,22,-12.5,52.5,1.54,220.0,0.0,0.0,0.0,0.0,0.3,0.75,165.1,65764.1,0.879,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_CLEAR_SKY_NIGHT,Leh,2026-01-15,15,23,-14.19,56.1,1.32,220.0,0.0,0.0,0.0,0.0,0.3,0.75,158.8,65764.1,0.8847,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,0,-14.0,60.0,1.6,220.0,0.0,0.0,0.0,0.2,0.8,0.75,173.3,65764.1,0.8841,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,1,-15.81,63.9,1.46,220.0,0.0,0.0,0.0,0.2,0.8,0.75,166.6,65764.1,0.8903,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,2,-17.5,67.5,1.41,220.0,0.0,0.0,0.0,0.2,0.8,0.75,160.6,65764.1,0.8962,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,3,-18.95,70.6,1.46,220.0,0.0,0.0,0.0,0.2,0.8,0.75,155.5,65764.1,0.9013,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,4,-20.06,73.0,1.6,220.0,0.0,0.0,0.0,0.2,0.8,0.75,151.7,65764.1,0.9052,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,5,-20.76,74.5,1.82,220.0,0.0,0.0,0.0,0.2,0.8,0.75,149.4,65764.1,0.9077,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,6,-21.0,75.0,2.11,220.0,0.0,0.0,0.0,0.2,0.8,0.75,148.6,65764.1,0.9086,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,7,-20.76,74.5,2.45,220.0,0.0,0.0,0.0,0.2,0.8,0.75,149.4,65764.1,0.9077,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,8,-20.06,73.0,2.82,220.0,105.2,445.0,22.7,0.2,0.8,0.75,151.7,65764.1,0.9052,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,9,-18.95,70.6,3.18,220.0,240.4,585.0,38.9,0.2,0.8,0.75,155.5,65764.1,0.9013,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,10,-17.5,67.5,3.52,220.0,352.1,646.5,50.7,0.2,0.8,0.75,160.6,65764.1,0.8962,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,11,-15.81,63.9,3.81,220.0,423.9,675.0,57.9,0.2,0.8,0.75,166.6,65764.1,0.8903,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,12,-14.0,60.0,4.04,220.0,447.9,683.2,60.3,0.2,0.8,0.75,173.3,65764.1,0.8841,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,13,-12.19,56.1,4.18,220.0,421.8,674.3,57.7,0.2,0.8,0.75,180.3,65764.1,0.8779,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,14,-10.5,52.5,4.22,220.0,348.2,644.8,50.3,0.2,0.8,0.75,186.9,65764.1,0.8723,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,15,-9.05,49.4,4.18,220.0,235.2,581.4,38.3,0.2,0.8,0.75,192.8,65764.1,0.8675,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,16,-7.94,47.0,4.04,220.0,99.7,435.9,21.9,0.2,0.8,0.75,197.4,65764.1,0.8638,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,17,-7.24,45.5,3.81,220.0,0.0,0.0,0.0,0.2,0.8,0.75,200.4,65764.1,0.8616,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,18,-7.0,45.0,3.52,220.0,0.0,0.0,0.0,0.2,0.8,0.75,201.4,65764.1,0.8608,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,19,-7.24,45.5,3.18,220.0,0.0,0.0,0.0,0.2,0.8,0.75,200.4,65764.1,0.8616,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,20,-7.94,47.0,2.82,220.0,0.0,0.0,0.0,0.2,0.8,0.75,197.4,65764.1,0.8638,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,21,-9.05,49.4,2.45,220.0,0.0,0.0,0.0,0.2,0.8,0.75,192.8,65764.1,0.8675,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,22,-10.5,52.5,2.11,220.0,0.0,0.0,0.0,0.2,0.8,0.75,186.9,65764.1,0.8723,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_SNOW_COVER,Leh,2026-01-15,15,23,-12.19,56.1,1.82,220.0,0.0,0.0,0.0,0.2,0.8,0.75,180.3,65764.1,0.8779,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_HIGH_SOLAR_DAY,Leh,2026-01-15,15,0,-10.0,60.0,1.31,220.0,0.0,0.0,0.0,0.0,0.2,0.75,174.8,65764.1,0.8706,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_HIGH_SOLAR_DAY,Leh,2026-01-15,15,1,-11.81,63.9,1.19,220.0,0.0,0.0,0.0,0.0,0.2,0.75,167.7,65764.1,0.8767,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_HIGH_SOLAR_DAY,Leh,2026-01-15,15,2,-13.5,67.5,1.15,220.0,0.0,0.0,0.0,0.0,0.2,0.75,161.3,65764.1,0.8824,SYNTHETIC_CLIMATOLOGY,True
WX_LEH_HIGH_SOLAR_DAY,Leh,2026-01-15,15,3,-14.95,70.6,1.19,220.0,0.0,0.0,0.0,0.0,0.2,0.75,156.0,65764.1,0.8873,SYNTHETIC_CLIMATOLOGY,True
